Date,Forecast,Forecast_Lower,Forecast_Upper
2025-05-02,288.75825202163406,260.92104160707817,314.07492772605025
2025-05-05,286.4572548071232,260.8125690546684,314.5506188992549
2025-05-06,290.62093696464217,263.95493440682,319.058920815544
2025-05-07,297.79100029292397,270.2922441678156,325.45377494991016
2025-05-08,297.02268893710584,270.9331094382587,321.74152248672317
2025-05-09,300.19793338965576,274.06122863764017,329.1394591560364
2025-05-12,297.89693617515707,272.7029388057336,323.32862018748773
2025-05-13,302.0606183326776,274.9735356086753,328.29350086719575
2025-05-14,309.23068166094953,283.6488333288244,337.66200802331906
2025-05-15,308.4623703051285,279.7289715923752,335.21914290451554
2025-05-16,311.6376147576672,284.34850237862,338.73221621364837
2025-05-17,295.8639125078963,267.6852721110629,321.82445643845887
2025-05-18,297.49814452325126,272.0733221497445,324.60963423348113
2025-05-19,309.336617543151,283.77250244447407,335.5678196694191
2025-05-20,313.5002997006754,288.5010609849048,340.63376635304826
2025-05-21,320.67036302896616,294.4220252985745,346.4050175145645
2025-05-22,319.90205167315264,294.12069653491153,346.50875795108135
2025-05-23,323.07729612567863,293.359632353648,348.04579427009634
2025-05-24,307.30359387595774,279.9090207077068,333.39173220056364
2025-05-25,308.93782589127284,283.19311425629513,335.60012523204614
2025-05-26,320.77629891116356,295.13976017495804,348.50740242592013
2025-05-27,324.93998106871095,298.95726969110564,352.4290797231142
2025-05-28,332.1100443969918,305.86038005972694,358.8630645985092
2025-05-29,331.34173304117536,303.2882071050723,359.88638328190234
2025-05-30,334.51697749372397,304.8425911383375,361.10927434251903
2025-05-31,318.74327524397563,290.9663406725015,344.48871508241547
2025-06-01,320.3775072593159,291.99930599412244,347.90495280261007
2025-06-02,332.21598027921874,303.9879753543918,358.45231678887245
2025-06-03,336.3796624367128,307.99081618209397,364.8220634687637
2025-06-04,343.5497257650076,316.8735253194045,372.0512443615811
2025-06-05,342.78141440919876,313.65850351805403,371.4860123990603
2025-06-06,345.9566588617456,317.6899469331411,373.30614697353576
2025-06-07,330.1829566119758,304.032923179947,359.2516619896433
2025-06-08,331.8171886273374,306.1208296785195,359.4337276327943
2025-06-09,343.6556616472313,314.9800564463727,372.29259640852234
2025-06-10,347.8193438047483,319.9411472857337,377.12557678691235
2025-06-11,354.9894071330331,326.00126398044455,384.16841789389497
2025-06-12,354.22109577722136,323.515791422455,384.6616194495085
2025-06-13,357.3963402297571,328.9147519628505,389.47696760936736
2025-06-14,341.62263798001146,312.4210001352794,371.69711490370116
2025-06-15,343.2568699953333,312.9636820372643,374.2105116105722
