Date,Forecast,Forecast_Lower,Forecast_Upper
2025-05-05,421.0535460469728,408.28225698919,433.7856354180989
2025-05-06,424.2655691508171,411.2660257749175,437.7627293607154
2025-05-07,430.79948654013157,417.03646284271576,443.738625471862
2025-05-08,432.2438632460098,419.9334023507607,446.0460938774357
2025-05-09,434.62217411117336,421.2874778381562,448.271779574017
2025-05-12,438.6603129677382,425.38188723472894,451.62570068641145
2025-05-13,441.87233607158834,428.1088941312213,455.33865440755056
2025-05-14,448.4062534608996,434.5297424818101,460.9700458405025
2025-05-15,449.8506301667753,436.30985704185724,462.83110553751146
2025-05-16,452.228941031939,440.27625844250076,465.27691383399264
2025-05-17,454.5927706792973,441.0220941331529,468.64548604222756
2025-05-18,457.10802575761056,443.6380759230544,469.8785494899672
2025-05-19,456.2670798885111,443.0588998491402,469.4493103108021
2025-05-20,459.47910299233826,446.30421812046416,472.39696426011216
2025-05-21,466.0130203816647,453.32298347454355,478.67984579932744
2025-05-22,467.4573970875382,454.33739919537084,480.57184681022727
2025-05-23,469.8357079527047,457.2586501311562,483.0469753781581
2025-05-24,472.1995376000604,458.9026735674049,485.1678103108015
2025-05-25,474.71479267837344,460.792954598008,487.649100734254
2025-05-26,473.87384680927215,460.73340519760654,486.76517186055213
2025-05-27,477.08586991310966,463.5900173389741,490.1346936111801
2025-05-28,483.61978730243277,470.50988387313254,496.968351388782
2025-05-29,485.0641640083038,471.6331351780238,498.0418343984266
2025-05-30,487.4424748734699,473.89573214122527,501.15650790673175
2025-05-31,489.80630452082744,476.11263698260865,503.2511109378754
2025-06-01,492.3215595991401,478.0942384772435,506.33433279981153
2025-06-02,491.4806137300419,478.0335531709691,505.4763087233518
2025-06-03,494.69263683387277,481.2403593472809,510.02213764453984
2025-06-04,501.22655422319195,486.6360298910982,515.2212681799422
2025-06-05,502.6709309290679,489.0900537044211,516.8907658154645
2025-06-06,505.04924179423597,490.8639981530291,519.5524020602758
2025-06-07,507.41307144159214,493.29819058202924,523.2086400602499
2025-06-08,509.928326519903,494.74636538365075,524.9945292805371
2025-06-09,509.08738065080297,493.68960791665114,524.5795223426645
2025-06-10,512.2994037546441,496.9590001609515,528.6588117997661
2025-06-11,518.8333211439599,503.46801563895525,535.4875249271586
2025-06-12,520.2776978498334,505.2233251110514,536.7672344861896
2025-06-13,522.6560087150017,506.4805510523735,539.1640790107633
2025-06-14,525.0198383623614,508.94783576161706,541.2445596736202
2025-06-15,527.5350934406771,510.5266469141415,544.7638094493942
