ds,yhat,yhat_lower,yhat_upper
2025-03-13,168.42334338077177,163.14462777402977,173.9432119184165
2025-03-14,168.04598112412714,162.64174235808426,173.99279125970642
2025-03-17,166.21326631561996,160.72928771358653,172.09938147101084
2025-03-18,166.20855519060507,161.06900849874577,171.78925142258595
2025-03-19,165.9116162013009,160.51461049381948,170.8825047667645
2025-03-20,164.51751103478352,158.99334099935257,169.64682800534285
2025-03-21,164.1529452049715,158.9356265178432,169.3948670584705
2025-03-24,162.35861967696096,157.08914810049748,167.68348828196793
2025-03-25,162.3539085591359,156.9623410052045,167.31540259781264
2025-03-26,162.0569708840238,156.20871306776144,167.78781353647193
2025-03-27,160.66286703169513,155.14010147372835,165.7368985651405
2025-03-28,160.29830250887977,154.6694983195645,165.5622047170619
2025-03-31,158.61247546503049,152.72160374885146,164.47845109703974
2025-04-01,158.64393050860144,153.3934475214904,163.96593066647125
2025-04-02,158.38315768787552,152.9049764323944,163.8002427813577
2025-04-03,157.02521868993495,151.87825678256502,162.94475315272783
2025-04-04,156.975476822936,151.50087745661438,162.0060596978034
2025-04-07,156.12562318337433,150.65087136975492,161.48135081614546
2025-04-08,156.43573602836912,151.18001587509784,161.9031661812895
2025-04-09,156.7218014659441,151.0081863318343,162.11958447673004
2025-04-10,155.91070072630336,150.39517969474613,161.5989673396007
2025-04-11,156.1291393161802,150.77821039617143,161.99438967420073
2025-04-14,156.4789609864937,151.48978290784262,161.87389081852427
2025-04-15,157.1889656014469,151.67464682267882,162.66488082526212
2025-04-16,157.60674235211118,152.90422485661796,163.2072333947699
2025-04-17,156.9273543967647,151.53394331299285,162.54428544787768
2025-04-21,157.6273318548773,151.97730982309542,163.31074412588202
2025-04-22,158.3373379410395,152.85731063066564,163.36837880340403
2025-04-23,158.75511616291155,153.06253748956593,164.19927484518996
2025-04-24,158.0757282075662,152.53578950984354,163.66136511554842
2025-04-25,158.425879581737,152.94629617260978,164.03307769287466
2025-04-28,158.77570566567792,153.4081836680975,164.1738742064938
2025-04-29,159.4857117518402,154.06470892994338,165.06834011492245
2025-04-30,159.9034899737134,154.60831907747192,165.6755655348489
2025-05-01,159.2241020183677,153.79570651359325,165.3429726799294
2025-05-02,159.5742533925386,154.26594778472358,165.26539855967422
2025-05-05,159.92407947648138,154.2175609189545,165.5631086812853
2025-05-06,160.63408556264093,154.77694497004507,166.04324321197373
2025-05-07,161.05186378451376,155.6141466465431,166.8500911801
2025-05-08,160.37247582916862,154.51716458773734,165.96599995135205
2025-05-09,160.72262720334018,155.13705880755415,166.2521764762436
2025-05-12,161.07245328728487,154.96459077972935,166.89111609893104
2025-05-13,161.78245937344366,155.90667884229583,167.0719279879366
2025-05-14,162.20023759531486,156.62364512711136,167.52298724624433
2025-05-15,161.52084963996947,156.1137865114765,166.8747475507426
2025-05-16,161.8710010141399,156.59391122387316,167.7878816360107
2025-05-17,159.5751906286676,154.0898076120384,164.80663531242467
2025-05-18,159.73924375958038,154.26467884353835,165.4048059473727
2025-05-19,162.2208270980796,156.84298661782373,167.45036198997923
2025-05-20,162.93083318424274,157.3909364267631,168.38162520372248
2025-05-21,163.34861140611523,157.5252341389366,168.9084620631021
2025-05-22,162.6692234507716,156.9054585601412,168.35514160770606
2025-05-23,163.01937482493958,157.61852194231025,168.62554330738888
2025-05-24,160.72356443947493,154.91387940517816,165.93155160437564
2025-05-25,160.88761757038193,155.25318373357274,166.28364973326472
2025-05-26,163.36920090888023,157.33307901700618,168.52998707473543
2025-05-27,164.07920699504547,158.7449779453439,169.6924147228192
2025-05-28,164.49698521691636,158.48744962553562,170.15047785660988
2025-05-29,163.81759726157244,158.01866417129068,169.71763560432117
2025-05-30,164.16774863574352,158.6945495071435,170.16485831450257
2025-05-31,161.8719382502756,155.81740717589258,167.89390523959096
2025-06-01,162.03599138118665,155.93711191811866,167.9012734094974
2025-06-02,164.51757471968654,158.44125100952257,170.39164289787382
2025-06-03,165.22758080584416,159.01111157440295,171.0553881301963
2025-06-04,165.6453590277191,159.45650239023436,171.73777493271467
2025-06-05,164.9659710723739,158.93279791100528,171.0493394583076
2025-06-06,165.31612244654514,159.02956317850658,171.63232937681056
2025-06-07,163.02031206107347,156.8718220421068,169.87481382821423
2025-06-08,163.1843651919882,156.84056673181504,169.41551433518416
2025-06-09,165.66594853048716,158.47203296602763,172.53217736935287
2025-06-10,166.37595461664688,159.53918272465333,172.4530301634022
2025-06-11,166.79373283852024,160.13746608076508,173.44217722613095
2025-06-12,166.11434488317474,159.3708071767287,172.90308139023466
2025-06-13,166.4644962573448,159.43703336781394,173.25976874195098
2025-06-14,164.16868587187696,157.07279496776005,171.45246777939815
