Date,Forecast,Forecast_Lower,Forecast_Upper
2025-02-26,215.86934985507833,208.28980288374152,223.54148078365162
2025-02-27,213.16478532445154,205.8013273502099,221.37324592377854
2025-02-28,212.03231652655091,203.7568326212904,219.97726160677212
2025-03-03,208.91924362178258,200.30310951910633,216.82249964069962
2025-03-04,208.69904725257996,201.08814969659485,217.0709337835378
2025-03-05,209.56023183277054,201.179097881403,217.22679051230784
2025-03-06,206.85566733188531,198.92903106838153,215.24331104053908
2025-03-07,205.72319856372079,198.32957621959326,213.93952699348037
2025-03-10,202.61012574814896,194.71438199479877,211.1080313775433
2025-03-11,202.4925737166828,194.03213908479478,209.8284157108885
2025-03-12,203.45640260487139,195.57120181722806,211.52276286130038
2025-03-13,200.85448241198537,193.09881768580192,209.21215107118394
2025-03-14,199.88873436248994,191.95881224185993,208.37970771703303
2025-03-17,197.27582370291725,189.49256705737213,205.6457452392558
2025-03-18,197.2223480821199,189.08296856013186,205.63643060223026
2025-03-19,198.25025342469652,190.51967309921645,206.10286011329384
2025-03-20,195.7124096862073,187.2510795126464,203.77892861924354
2025-03-21,194.74666168043007,186.24619681908374,202.24952339260898
2025-03-24,192.133751160661,183.48343930347562,200.07645666848148
2025-03-25,192.08027558646924,183.49617250182544,200.18774743737222
2025-03-26,193.10818093192316,184.79583128008176,201.45010020187402
2025-03-27,190.57033720738963,182.04169876618266,199.00914117063587
2025-03-28,189.60458921557256,181.85824542775794,197.31736810801314
2025-03-31,186.9916787290441,178.8994813895291,195.70657738469916
2025-04-01,186.93820318898213,178.79655596814257,195.05342225157065
2025-04-02,187.96610856856609,179.88493471939688,195.67365949852083
2025-04-03,185.4282648670841,178.18816699668164,192.8842130009144
2025-04-04,184.46251689832326,176.41003192650564,192.87619476843386
2025-04-07,181.84961141509393,173.26016877270294,189.98600138340774
2025-04-08,181.796137519747,174.10332197932797,189.66819513062964
2025-04-09,182.82404454404357,174.75050246620057,190.56041534742903
2025-04-10,180.5698260006079,173.10965453793443,189.32700045263402
2025-04-11,179.88770318989023,172.60108046281624,187.78514571392395
2025-04-14,178.12566824666533,170.034234379312,186.02172987977033
2025-04-15,178.87922733132157,170.82408625670095,186.67992348840622
2025-04-16,180.71416733561662,173.14693092488372,189.04330964962884
2025-04-17,178.98335825884544,171.00568429437163,186.85605791278036
2025-04-21,181.31884810490237,172.73837115005557,189.12330360652996
2025-04-22,182.74390962288595,174.54997006374143,191.1178050319115
2025-04-23,185.2503520605216,177.57583801107864,193.56947164879966
2025-04-24,184.19104541708262,176.245953265762,192.3053447551045
2025-04-25,184.7038345063701,176.70514380414622,192.94544251035745
2025-04-28,186.52653526313932,178.2537352585128,194.14980982125743
2025-04-29,187.95159678112623,180.0635270801226,196.31859272512978
2025-04-30,190.4580392187613,182.73404856962594,198.63861366443064
2025-05-01,189.39873257531983,180.98506229170792,197.27920828144877
2025-05-02,189.91152166461018,181.48273844268795,197.56751824464084
2025-05-05,191.73422242137738,183.84293696086206,199.85731381129088
2025-05-06,193.15928393936653,185.22943130804995,201.50702291788227
2025-05-07,195.66572637699954,188.2698843492058,203.18485555320618
2025-05-08,194.6064197335656,186.5908792207318,203.0562543657905
2025-05-09,195.11920882285025,187.17028803387083,203.05159074903182
2025-05-12,196.9419095796154,188.787949020027,204.81078586814567
2025-05-13,198.36697109760777,189.83993337501977,206.15107958466035
2025-05-14,200.8734135352385,193.00246947293988,209.077380977969
2025-05-15,199.81410689180308,191.82634176096818,208.0604481591071
2025-05-16,200.3268959810902,192.8884903087671,208.62989883580917
2025-05-17,203.2296928521644,195.08545864026757,211.585405853579
2025-05-18,203.97364887804306,195.55621475661488,212.44520386475486
2025-05-19,202.1495967378591,193.46483177831823,210.40361980972503
2025-05-20,203.57465825583785,195.52950221110126,212.0403343943593
2025-05-21,206.08110069347677,198.33122065332347,214.39547906340744
2025-05-22,205.02179405003997,196.60458766542448,213.00056760582484
2025-05-23,205.53458313933012,197.5500474409133,213.87675250318946
2025-05-24,208.43738001039668,200.10490310484414,216.85390457796458
2025-05-25,209.18133603628,201.25298347143527,217.37496741722615
2025-05-26,207.3572838960961,199.65819855149974,215.63858409885367
2025-05-27,208.7823454140791,200.23318319118204,217.17312920474365
2025-05-28,211.28878785171574,202.82318104373547,219.43280967669722
2025-05-29,210.2294812082775,201.69595982359147,218.074682033504
2025-05-30,210.7422702975636,202.04847009031565,219.08708691884274
2025-05-31,213.6450671686371,205.45654626848597,222.26136199495357
2025-06-01,214.38902319451782,206.77473617623525,223.07435239881366
2025-06-02,212.56497105433516,204.52528418906857,220.91546623762
2025-06-03,213.99003257231843,205.91355036385167,223.02779530836565
2025-06-04,216.4964750099548,207.4750438520817,225.02920149644848
2025-06-05,215.43716836651467,205.9062859398202,224.95629455378037
2025-06-06,215.9499574558037,206.95924657545018,225.29520181741762
2025-06-07,218.85275432687695,210.21888313099868,228.28606665640774
2025-06-08,219.5967103527547,210.49659135864013,229.26786114233934
2025-06-09,217.77265821257217,208.19837157432002,226.91022931181683
2025-06-10,219.19771973055964,209.24197700900172,229.5247073216034
2025-06-11,221.70416216819376,211.8347271615836,231.9027573497662
2025-06-12,220.6448555247522,211.27267939067497,231.43082030816012
2025-06-13,221.15764461404362,210.70739964805142,231.76696343441296
2025-06-14,224.06044148511796,213.58699559298773,235.26428632773764
2025-06-15,224.804397511001,214.24111220852402,235.85647148874878
